,SMILES molecule,Generation,Metric 1
0,C1=C(C)C(S(=O)(N(C)N=CC2C=NN3C=CC(=CC=23)C#N)=O)=CC(C(F)(F)F)=C1,0,0.026938622817397118
1,O(CCO[N+](=O)[O-])C1C(OC)=CC(C=CC(NCCCNC2=C3C(=NC4C2=CC=CC=4)CCCC3)=O)=CC=1,0,0.03656056523323059
2,C1=C(C2N(C(=O)C3=C2N(C(C2=CC=C(N=C2OC)OC)=N3)C(C)C)C2=CC(Cl)=CC=C2C)C=CC(=C1)Cl,0,0.0560000017285347
3,C1C=C(NC(C2CCN(CC2)C2C=CN=CC=2)=O)C=C(OCC2=CC=CC=C2F)C=1,0,0.05864983797073364
4,C1C=C(OCCSC2=NN=C(CCNC(C3=CC=C(OC)C=C3)=O)N2C)C=CC=1OC,0,0.033974844962358475
3,C1C=C(F)C(COC2C=CC=C(C=2)NC(C2CCN(C3=CC=NC=C3)CC2)=O)=CC=1,1,0.05864983797073364
3,C1=C(NC(C2CCN(C3C=CN=CC=3)CC2)=O)C2CC(=CCOC=2C=C1)F,2,0.06385044008493423
2,C1C(F)=CCOC2=C1C(N(O)C1CCN(CC1)C1=CC=NC=C1)=CC=C2,3,0.0657951682806015
3,CN1C2OC3C=CC=C(C=3CC(F)=C2)N(O)CCCN(CC=C1)CC,4,0.07526881992816925
4,C12NCCCN(CC)CC=CN(C3C=C(F)CC2=C(O3)C=C1O)C,5,0.08361376076936722
3,C(N(CC)CC=CNC)CCNC12CCC(F)=C(OC1COC2C)C,6,0.10599979013204575
0,FC1=C(C)OC2COC(C)C2(CC1)NCCCN(CC)CC=CNC,7,0.10599979013204575
2,CNC=CC1C2CC(F)C(NC3C(C)OCC3O2)CCN1CC,8,0.11667544394731522
0,C12C(C=CNC)N(CCC(C(F)C1)NC1C(C)OCC1O2)CC,9,0.11667544394731522
0,C(C1N(CC)CCC2NC3C(OCC3OC1CC2F)C)=CNC,10,0.11667544394731522
2,C1C2NC3C(OC([O+]=C2F)C(C=CNC)N(CC)C1)COC3C,11,0.11845927685499191
0,CC1OCC2OC3C(C=CNC)N(CCC(C(=[O+]3)F)NC21)CC,12,0.11845927685499191
1,CCN1CCC(NC2C(COC2C)O)C(=[O+]C(C=C=NN)(C1)C)F,13,0.1504451483488083
0,C1CN(CCC([O+]=C(C1NC1C(C)OCC1O)F)C)CC,14,0.15504342317581177
0,C1(C)[O+]=C(F)C(NC2C(C)OCC2O)CCN(CC1)CC,15,0.15504342317581177
2,C1(C)[O+]=C(F)C(NC2C(O)COC2C)CCN(CC)CC1,16,0.15504342317581177
1,C1(NC2C(OCC2O)C)C(=[O+]CC(CC(NCC)CC1)C)F,17,0.1608576774597168
2,FC1=[O+]CC(C)CC(CCC1NC1C(OCC1O)C)NCC,18,0.1608576774597168
2,C1(CC(NCC)CCC(C(F)=[O+]C1)NC1C(OCC1O)C)C,19,0.1608576774597168
1,[O+]1=C(F)C(CCC(NCC)CC(C1)C)NC1C(C)OCC1O,20,0.1608576774597168
0,C1C(CC(C[O+]=C(C(NC2C(COC2C)O)C1)F)C)CC,21,0.1673976629972458
1,FC1=[O+]CC(C)CC(CCC1NC1C(OCC1O)C)CC,22,0.1673976629972458
1,FC1=[O+]CC(CC(CCC1NC1C(COC1C)O)CC)C,23,0.1673976629972458
0,C1(C[O+]=C(F)C(CCC(C1)CC)CC1C(COC1C)O)C,24,0.1673976629972458
1,C(C)C1CC(C[O+]=C(C(CC1)CC1C(O)COC1C)F)C,25,0.1673976629972458
1,[O+]1=C(C(CCC(CC)CC(C1)C)CC1C(O)COC1C)F,26,0.1673976629972458
1,FC1C(CC2C(C)OCC2O)CCC(CC)CC(C)C[O+]=1,27,0.1673976629972458
0,C1(F)=[O+]CC(C)CC(CC)C(C(O)C)CC1CC,28,0.17438757419586182
0,CC1C(C(CCC)O)CCC(C(F)=[O+]C1)CC,29,0.19230176508426666
0,C1(C[O+]=C(C(CCC1C(CCC)O)CC)F)C,30,0.19230176508426666
0,C(C)CC(C1CCC(CC)C(=[O+]CC1C)F)O,31,0.19230176508426666
0,C1C(C(O)CCC)C(C)C[O+]=C(C(C1)CC)F,32,0.19230176508426666
0,C1[O+]=C(C(CC)CCC(C1C)C(O)CCC)F,33,0.19230176508426666
0,[O+]1CC(C)C(C(O)CCC)CCC(CC)C=1F,34,0.19230176508426666
0,CC1C[O+]=C(C(CCC1C(CCC)O)CC)F,35,0.19230176508426666
0,C(CC)C(O)C1CCC(CC)C(F)=[O+]CC1C,36,0.19230176508426666
0,CC1C(C(CCC)O)CCC(CC)C(=[O+]C1)F,37,0.19230176508426666
