,SMILES molecule,Generation,Metric 1
0,C1(OC2C(CC(C3CCCCC3)O2)C1)OCC,0,0.002454227302223444
1,O(CC)C(=O)CON1C(=O)C(=[N+]([O-])C2C1=CC=CC=2)C1C=C(C(=CC=1)OC)OC,0,0.03457247093319893
2,N1(C2=C(N3C(C(=C(O)N(CC4C=CC(=CC=4)F)C3=N2)CCC)=O)C(=O)N(C)C1)C,0,0.023613858968019485
3,C1(C(C2C=CC=CC=2)=CC2=C(C(C(NCCC(O)=O)=O)=NC(C3C=NN=CC=3)=C2N1CC1C=CC=CC=1)O)=O,0,1.0172873317060294e-06
4,C1(C(OCCOC)=O)NC2=C(C(CC(C2)C2=CC=C(C=C2)OC)=O)C=1C,0,0.014284789562225342
1,N1(C2=CC=CC=C2[N+]([O-])=C(C2C=C(C(OC)=CC=2)OC)C1=O)OCC(OCC)=O,1,0.03457247093319893
3,O(C1C(OC)=CC=C(C2C(N(C3C(=CC=CC=3)[N+]=2[O-])OCC(=O)OCCCl)=O)C=1)C,2,0.04282201826572418
0,[N+]1(=C(C(N(C2C1=CC=CC=2)OCC(=O)OCCCl)=O)C1=CC=C(OC)C(=C1)OC)[O-],3,0.04282201826572418
2,C1=C2[N+](=C(C(=[C+])N(C2=CC=C1)OCC(=O)OCCCl)C1C=C(OC)C(=CC=1)OC)[O-],4,0.0578036792576313
2,C(CCl)OC(=O)CON1C2C([N+]([O-])=C(C1=[C+])C1=CC=C(OC)C(=C1)OC)=C=C=CC=2,5,0.0903780460357666
0,C(OCCCl)(=O)CON1C2=CC=C=C=C2[N+](=C(C1=[C+])C1=CC=C(OC)C(OC)=C1)[O-],6,0.0903780460357666
0,C1(=[C+])C(=[N+]([O-])C2=C=C=CC=C2N1OCC(OCCCl)=O)C1=CC=C(OC)C(OC)=C1,7,0.0903780460357666
0,C1(=CC=C(OC)C(=C1)OC)C1C(N(C2=CC=C=C=C2[N+]=1[O-])OCC(OCCCl)=O)=[C+],8,0.0903780460357666
2,O(C)C1C(OC)=CC=C(C=1)C1=[N+]C(CN(C1=[C+])OCC(OCCCl)=O)[O-],9,0.1193586066365242
2,C1(=[C+])N(CC([N+]=C1C1=CC=C(OC)C(OC)=C1)=[B-])OCC(OCCCl)=O,10,0.189546138048172
0,O(C(CON1C(C(=[N+]C(C1)=[B-])C1=CC=C(C(OC)=C1)OC)=[C+])=O)CCCl,11,0.189546138048172
0,O(C)C1C(OC)=CC=C(C2=[N+]C(=[B-])CN(C2=[C+])OCC(=O)OCCCl)C=1,12,0.189546138048172
2,C(OCCCl)(=O)CON1CC(=[B-])[N+]=C(C2=CC=C(OC)C(=C2)OC)C1=[C+],13,0.189546138048172
1,[N+]1C(CN(OCC(=O)OCCCl)C(=[C+])C=1C1C=C(C(OC)=CC=1)OC)=[B-],14,0.189546138048172
2,C1=C(C(=CC(C2C(N(OCC(OCCCl)=O)CC(=[B-])[N+]=2)=[C+])=C1)OC)OC,15,0.189546138048172
2,C1=C(OC)C(=CC=C1C1=[N+]C(=[B-])CN(OCC(=O)OCCCl)C1=[C+])OC,16,0.189546138048172
2,C(OC(=O)CON1C(C(C2=CC=C(C(OC)=C2)OC)=[N+]C(C1)=[B-])=[C+])CCl,17,0.189546138048172
2,ClCCOC(CON1C(=[C+])C(C2=CC=C(OC)C(=C2)OC)=[N+]C(C1)=[B-])=O,18,0.189546138048172
2,C(OCCCl)(=O)CON1CC(=[B-])[N+]=C(C2=CC=C(C(OC)=C2)OC)C1=[C+],19,0.189546138048172
1,O(C)C1C(=CC=C(C=1)C1C(=[C+])N(CC(=[B-])[N+]=1)OCC(OCCCl)=O)OC,20,0.189546138048172
0,[B-]=C1[N+]=C(C2C=C(OC)C(=CC=2)OC)[C-]([C+])N(OCC(=O)OCCCl)C1,21,0.189546138048172
0,[N+]1C(CN(OCC(=O)OCCCl)[C-]([C+])C=1C1C=C(C(OC)=CC=1)OC)=[B-],22,0.189546138048172
1,ClCCOC(=O)CON1CC(=[B-])[N+]=C([C-]1[C+])C1=CC=C(C(OC)=C1)OC,23,0.189546138048172
1,C1([C-]([C+])N(CC(=[B-])[N+]=1)OCC(OCCCl)=O)C1=CC=C(OC)C(OC)=C1,24,0.189546138048172
1,O(C(CON1[C-](C(=[N+]C(C1)=[B-])C1=CC=C(OC)C(OC)=C1)[C+])=O)CCCl,25,0.189546138048172
0,O(C(CON1CC([N+]=C(C2=CC=C(OC)C(SC)=C2)[C-]1[C+])=[B-])=O)CCCl,26,0.2433820515871048
1,O(CCCl)C(=O)CON1CC(=[B-])[N+]=C(C2=CC=C(C(SC)=C2)OC)[C-]1[C+],27,0.2433820515871048
1,O(C1=CC=C(C=C1SC)C1[C-](N(CC([N+]=1)=[B-])OCC(OCCCl)=O)[C+])C,28,0.2433820515871048
1,O(CCCl)C(=O)CON1[C-]([C+])C(C2C=C(C(=CC=2)OC)SC)=[N+]C(=[B-])C1,29,0.2433820515871048
0,O(CCCl)C(CON1CC(=[B-])[N+]=C([C-]1[C+])C1=CC=C(OC)C(=C1)SC)=O,30,0.2433820515871048
0,C1=C(C(SC)=CC(=C1)C1[C-](N(CC(=[B-])[N+]=1)OCC(OCCCl)=O)[C+])OC,31,0.2433820515871048
0,[C+][C-]1N(OCC(OCCCl)=O)CC(=[B-])[N+]=C1C1C=C(C(=CC=1)OC)SC,32,0.2433820515871048
0,CSC1C(OC)=CC=C(C=1)C1=[N+]C(=[B-])CN([C-]1[C+])OCC(OCCCl)=O,33,0.2433820515871048
0,C1=C(OC)C(=CC(=C1)C1[C-]([C+])N(OCC(=O)OCCCl)CC(=[B-])[N+]=1)SC,34,0.2433820515871048
0,C1=C(C(SC)=CC(C2=[N+]C(CN(OCC(=O)OCCCl)[C-]2[C+])=[B-])=C1)OC,35,0.2433820515871048
0,O(C(CON1CC(=[B-])[N+]=C(C2=CC=C(OC)C(SC)=C2)[C-]1[C+])=O)CCCl,36,0.2433820515871048
0,S(C1=CC(=CC=C1OC)C1=[N+]C(=[B-])CN([C-]1[C+])OCC(=O)OCCCl)C,37,0.2433820515871048
0,ClCCOC(=O)CON1[C-]([C+])C(=[N+]C(=[B-])C1)C1=CC=C(OC)C(SC)=C1,38,0.2433820515871048
0,[C+][C-]1N(OCC(OCCCl)=O)CC(=[B-])[N+]=C1C1C=C(SC)C(=CC=1)OC,39,0.2433820515871048
0,O(C)C1=CC=C(C2=[N+]C(=[B-])CN([C-]2[C+])OCC(OCCCl)=O)C=C1SC,40,0.2433820515871048
0,C1=C(C(=CC(C2[C-]([C+])N(CC([N+]=2)=[B-])OCC(OCCCl)=O)=C1)SC)OC,41,0.2433820515871048
0,C(CON1[C-](C(=[N+]C(C1)=[B-])C1C=C(C(=CC=1)OC)SC)[C+])(OCCCl)=O,42,0.2433820515871048
0,C1(=CC(=CC=C1OC)C1=[N+]C(=[B-])CN(OCC(OCCCl)=O)[C-]1[C+])SC,43,0.2433820515871048
0,C(Cl)COC(CON1[C-]([C+])C(=[N+]C(C1)=[B-])C1C=C(SC)C(=CC=1)OC)=O,44,0.2433820515871048
0,[C+][C-]1N(OCC(OCCCl)=O)CC([N+]=C1C1C=C(SC)C(OC)=CC=1)=[B-],45,0.2433820515871048
0,N1(CC(=[B-])[N+]=C([C-]1[C+])C1C=C(SC)C(OC)=CC=1)OCC(=O)OCCCl,46,0.2433820515871048
