,SMILES molecule,Generation,Metric 1
0,C1C(OCC(CNCCNC(NC2C=CC(OC)=CC=2)=O)O)=CC=C(OCCOC2CCCC2)C=1,0,0.41740728197770904
1,C1=C(OCC2CC2)C=C2CCN(CC3C=CC(C(C)N=C(O)C)=CC=3)C(C(=O)OC)C2=C1,0,0.04586531014973415
2,C1=CC=C2C(N3C(=CN=C3C(=N2)NC)C2=CC=CC(C(O)=O)=C2)=C1,0,0.2387733040909625
3,C1=CC(=CC=C1)C(OC)C1C(C(C(=O)N1C)O)C1C=CC=CC=1,0,0.02514583221569301
4,C1(C(=CC=C(C=1)C1N=C(N=C(C2=CC=C(C=C2)N2C=CN=C2)C=1)N)OO)OC,0,0.3812875753653035
5,C1=CC(OCCCC(C)(C(O)=O)C)=CC=C1SC1=CC=C(C=C1)OCCCC(C)(C(O)=O)C,0,0.018650324431231265
6,C1N=C(C=C2NN=C(C3=CC=NC(=C3)C)C2=1)NC(NC(C(C)C)C(O)=O)=O,0,0.5527422638050377
7,C(CCCN1CCN(CC1)C1=CC=CC=C1)CN1C(C2C(=CC=CC=2)N=C1)=O,0,0.005481015734037228
8,O=S(=O)(N1CCC2C1=CC=CC=2)C1=CC=C(NC(=O)C2C=C3OCOC3=CC=2)C=C1,0,0.2813469210388595
9,O=C(COC1C=CC=C(C=C2SC(=S)N(C2=O)CCC(=O)O)C=1)NC1=CC=C(Cl)C=C1,0,0.2370998629304764
10,C1(N=C(SCCCC(NC2=CC(=CC=C2)C)=O)C(=C(C2C=CC=CC=2)C=1)C#N)C1=CC=CC=C1,0,0.001736765507326019
11,C12=CC(=CC=C2C(=CC2=C1C1=CC(=CC=C1N2)OC)C)NCCN1CCC(C2CCN(CC2)CCNC2C=CC3=C(C)C=C4C(=C3C=2)C2C(N4)=CC=C(OC)C=2)CC1,0,2.488872368847513e-06
12,C1N=CC=NC=1C(N1C(CC2(CC(C3C=C(NC(C4NC(CC4)=O)=O)C=CC=3)=NO2)C1)C(=O)NC1(C(N)=O)CC1)=O,0,0.7259795291154771
13,N1C(N2C=CC=CC2)=CC=C(CC2C=NC3C(C=2)=NC(=C2C4=CC=C(C=C4N=N2)C2C(CC)=CC(O)=C(C=2)F)N=3)C=1,0,0.048073544617874275
14,N1(CCC(NC2C(C)=CC=C(C)C=2)=O)CC(C)CCC1,0,0.0011802127903877736
15,C1=C(SCC2=C3C(=NC=N2)N(C2C(O)C(O)C(O2)CO)C=N3)C=CC(=C1)Cl,0,0.7066987894786692
16,C(C(C)C)(O)(C(OC1CN2CCC1CC2)=O)C#CC(=C)C,0,0.025330356368178514
17,C1(N(C(C2=CC=C3C=CC=CC3=C2)=CC=1)CC(=O)NC(=N)N)C1C=C(C=CC=1)F,0,0.16306741643051012
18,C1CN(CCN1S(=O)(=O)C1C(Cl)=CC(=CC=1)Br)C(=O)C1C(=NC=CC=1)S,0,0.15425213692969036
19,N1(C(=C(C(=N1)C1=C(Cl)C2C(OC1=O)=CC=C(C=2)C)C(=O)OCC)C(OCC)=O)C1C=CC=CC=1,0,0.11171048336476094
20,C1C=C(CNCC2=CC=CC(=C2)C2=CC=CC(=C2)C2=NC3C(N2)=CC=CC=3)C=CC=1S(=O)(=O)C,0,0.024238162409473175
21,C1C=CC=C2N=NN(CC(=O)NN=CC3OC=CC=3)C2=1,0,0.5762965816473218
22,N1(CC2=CC=CS2)N=NN=C1C(C1C=CC(F)=CC=1)N1CCN(CC1)C1C=CC=CC=1,0,0.012889620444079845
23,O=C(N1CCN(C(=O)CC2=C(C3=CC=C(C=C3OC2=O)O)C)CC1)C1OC2=CC=CC=C2OC1,0,0.716459057899745
24,CC12C(C3C(=CC1=C(C(CCCCCCC)=O)C(=O)O2)C=C(OC=3)C=CC)=O,0,0.04280043121834831
25,C1=C(C=CC(NC(C(OCC)=O)(C)CC=C)=C1)OC,0,0.01465760958358986
26,CC(C1ON=C(N=1)C1C=C(OC)C(=CC=1)Br)NC1=NC=CC(N2C(=O)OCC2C(C)O)=N1,0,0.43973076440385833
27,C1(C(F)(F)F)=C2C(=CC=C1)C(C(O)CNCC(C)C)=CC(C(F)(F)F)=N2,0,0.003370969838103737
28,C1C=C(CC(=NNC2=NC3C4C(=CC(Cl)=C(C=4)Cl)CCC=3S2)C(O)=O)C([N+]([O-])=O)=CC=1,0,0.0800092972157533
29,C1(CCCN2CCC(N3CCC(CC3)C(=O)N(CC3C=CON=3)C)CC2)C=CC=CC=1,0,0.021777844603229023
30,CC1(CCC2C(C)(CCCC2(CO)C)C1CCO)O,0,0.0628466416633869
31,ClC1C=CC=C(NC2=NC=NC3=CC=C(NC(NC4C=CC(Cl)=CC=4)=S)C=C23)C=1,0,0.002842820023719312
32,N(C(C)C1OC(C2SC=CC=2N=1)=O)C(=O)NC1=CC=CC=C1,0,0.3233818669881429
33,C1=C(C=CC(C2=C(C(=NN2C2C(Cl)=CC(Cl)=CC=2)C(NS(=O)(C2=CC=CC=C2)=O)=O)C)=C1)Cl,0,0.02294310714103156
34,C1CN(CCN1CC1=CC(=CC=C1)[N+](=O)[O-])CCCC1C=CC=CC=1,0,0.015552855580759
35,CC(CC(NC1=C2C(=NC(CC)=N1)C1=CC=CC=C1O2)C(O)=O)C,0,0.2296620351183672
36,C1=CC=C2N=C(C=C(N3CCN(S(=O)(=O)C4=CC=C(C=C4)C)CC3)C2=C1)C1=CC=CS1,0,0.009227779533663895
37,C1(C2C=CC=C3C=2C=C(S3)C(=O)NC(N)=N)C=C(C=C(F)C=1)F,0,0.20141646735470506
38,O=C(OCC1C(C(OC(C)=O)C(O)C(O1)OC1=CC(=C(C=C1CC=C(CCC=C(CC(C=C(C)C)OC(=O)C)C)C)O)C)OC(C)=O)C,0,0.0773806696244503
39,C(OCC)(C1=C(OC2CCCC2)C(CC)=C(NC1=O)C)=O,0,0.13055407717969655
40,C(CN1C(=O)C(=CC2C=C(C(=CC=2)OC)OC)SC1=S)C(NC1=CC=C(C(O)=C1)C(O)=O)=O,0,0.38948460734661927
41,C1C=CC=C2C=1C(=CC=N2)CN1CC(CC2=NC=CN=C2N)CCC1,0,0.12910041531819216
42,C1=CC=C(C=C1)CC1C(C(C2OC(C3=CC=CC=C3)OCC2O1)OC)OC,0,0.011277011841358158
43,N(C)(C(=O)C1=C(O)C(=CC=C1)NC1C(NC(C)C(C)(C)C)=NSN=1)C,0,0.2920770797638739
44,C1(=O)C2C(=CC(=C(N)C=2)N2CCN(CC2)C2OC3C(N=2)=CC=CC=3)N(C)C2C1=C(O)C=C(C=2)OC,0,0.38778741321442306
45,C(CNC1C2=C(C(NCCN(C)C)=C3C=1C(C1=CC=CC=C1C3=O)=O)C=C(C(C)(C)C)O2)N(C)C,0,0.09523816021534524
46,C1(C=CC(=CC=1)CN1C(=O)CNC(C(C(O)=O)OC2N=C(C=C(C)N=2)C)(C2=CC=CC=C21)C1C=C(Cl)C=CC=1)OC,0,0.1449152969409319
47,C1=C(OCCN(CCCOC2=CC=C(C=C2C2(C)C(N(C)C3=CC=CC=C3S2)=O)OC)C)C=C2OCOC2=C1,0,0.02830871092283276
48,C1=CC(=CC=C1OC)N1C=C(C(=O)C2C1=CC(=CC=2)C1C=CN=CC=1)C(N)=O,0,0.3654392170880554
49,C1N(C)CCN(C2=CC=C(C(O)=N2)SC2C=C(C=CC=2)NC(CN)=O)C1,0,0.7569527934383169
50,NC1C2=C(N=CN=1)N(C1OC(C(O)C1O)COP(O)(OP(=O)(OP(O)(OP(O)(=O)OCC1OC(N3C=NC4C3=NC=NC=4N)C(O)C1O)=O)O)=O)C=N2,0,0.666787757701842
51,C12C3C(=CC=CC=3)N(C(C2=CC=CC=1)C(=O)C1=CC=CN1)C(=O)C1OC=CC=1,0,0.028544712153162986
52,C1=C(Cl)C(F)=CC=C1NC1N=CN=C2C=C(C(=CC2=1)NC(NCCO)=O)OC1CCOC1,0,0.3721592475224922
53,C1=C2C(=CC=C1C(NC(NCCC1CCN(CC3=CC=CC=C3)CC1)=S)=O)C1C(=CC=CC=1)C2=O,0,0.019765607197555383
54,C1(N)=NC(=CC=N1)C1=CC(C(N)=O)=C(C2=CC(C(F)(F)F)=CC=C2Cl)N1,0,0.3500931366094867
55,C1=CC(C2C=C(F)C=CC=2)=CC=C1C(C(NO)=O)NC(C(C)(C)C)=O,0,0.2251221553719068
56,C1=C2C(N=CN=C2NNC(NC(C2=CC=C(Cl)C=C2)=O)=S)=CC=C1,0,0.27740839720734617
57,S1C=CC=C1C(C1C=C(C2=C(C=1)C(C(=O)O2)C)CC=C)=O,0,0.005367743247421628
58,FC1C=C(C=C(C=1)C1C(N(C)C2C(N=1)=CN=C(N1CCN(C)CC1)N=2)=O)F,0,0.19936543427741701
59,C1=C(C=CC(OCCCC(C)(C(=O)O)C)=C1)N=NC1=CC=CC=C1,0,0.024534993895303628
60,C12=CN=CC=C1C(=O)C(C#N)(C#N)C2=O,0,0.6448905908856005
61,N1N=NC(C2=CC=CC=C2C2=CC=C(CN3C(=NC4C=CN(CC(N5CCCCC5)=O)C(=O)C=43)CC)C=C2)=N1,0,0.316528631074961
62,N(C)C(=O)C1C=C2SC3C(=CC=CC=3)SC2=CC=1,0,0.000568631339396825
63,C1C(CCCC1)COC1C=C2C(=CC=1)OCC(=C2)CN(C(N)=O)O,0,0.29357468034460577
64,C1=C2C(OCCO2)=CC=C1NC(COC(=O)COC1=CC=C(C=C1)Cl)=O,0,0.37574337906702915
65,C1(C2C=CC(OC3=CC=CC=C3)=CC=2)=CC=C(N1CC(NC(N)=N)=O)C1C2C(SC=1)=CC=CC=2,0,0.04037575268439907
66,CC(C)(C)C(C(=O)N1CCC1C(=O)NC(C(C(=O)NCCF)=O)CCC)NC(C(C1CCCCC1)NC(=O)C1=CN=CC=N1)=O,0,0.6292751471889718
67,C1C(Cl)=CC=C(C=1)NN=C(C#N)C(=S)N,0,0.25002047257135485
68,[N+]([O-])(C1=CC=C(C=CC2NC(=C(C)C=2C(=O)OCC)C(=O)OCC)C=C1)=O,0,0.2691039386564983
69,C12C3N(C4=CC=CC=C4N=C4C3=C(CC(C4)(C)C)O)C(=O)C2=CC=CC=1,0,0.005645970265626878
70,N(C(=O)C1=CC=C(O)C=C1)N1C(C2=CC(=CC=C2C1=O)C(=O)O)=O,0,0.7045168755241918
71,CC1(C(CCC2(C1CC=C1C2=CCC2(C)C1(CC(C2C(CCC(=C)C(C)(O)C)CO)O)C)C)O)C,0,0.025187121013621458
72,C12C(=CN(C(O)=N1)COCCO)C=C(CCCCCCCC)N=2,0,0.2699573486896879
73,N1C=C(C2C=CC(=CC=2)OC2=CC=CC=C2)C2C(N)=NNC=2C=1C1=CC=C(NS(C)(=O)=O)C=C1,0,0.10151006568452696
74,C12N=C(SC2=CC=CC=1)C(CCCN1CCN(C2C=CC=CC=2)CC1)=O,0,0.0016032517209862065
75,C1(CCNCC1)C1C=NC(=CN=1)NCC(F)F,0,0.026223091214469002
76,C1C=C(OC)C(N2C(S)=NN=C2C2NN=C(C3=CC=C(C=C3)OC)C=2)=CC=1,0,0.17708968951218546
77,C1C(CCN(C1)CCC(C1C=C(C(Cl)=CC=1)Cl)CN(C)C(=O)C1=C2C(C=CC=C2)=CC(C#N)=C1CCC)C1=CC=CC=C1[S+]([O-])C,0,0.00011596964912622113
78,C(CCC)NC=C1C=C(C=CC(=O)C2C=CC(O)=CC=2)C2=C(C=CC3=C2OC(C=C3C)=O)C1=O,0,0.09227369232773051
